,aiddata_id,aiddata_2_id,year,donor,recipient,commitment_amount_usd_constant,coalesced_purpose_code,coalesced_purpose_name
63442,85359164,9069121,1993,Sweden,Brazil,149642,16010,Social/ welfare services
193,3003538,,1993,United States,Colombia,356410925,32120,Industrial development
63439,85358415,8921044,1993,Germany,India,16747301,32120,Industrial development
69428,88551209,8994036,1993,Netherlands,Colombia,230060,32120,Industrial development
62947,85107008,9056181,1993,Sweden,Chile,18260,16010,Social/ welfare services
65037,86196948,8918625,1993,Germany,India,24790193,32120,Industrial development
62946,85106695,9027213,1993,Sweden,South Africa,103918,16010,Social/ welfare services
1228,3011034,,1993,United States,Colombia,25263900,32120,Industrial development
63427,85354152,10432148,1993,Sweden,Poland,114310,32120,Industrial development
69713,88708773,8980682,1993,Netherlands,Brazil,46012,16010,Social/ welfare services
1181,3010404,,1993,United States,Thailand,5164830,32120,Industrial development
63406,85344427,9117297,1993,Canada,South Africa,916613,32120,Industrial development
69425,88549921,8917642,1993,Germany,India,10048381,32220,Mineral/Metal prospection and exploration
64995,86182729,9146510,1993,United States,South Africa,362292,16010,Social/ welfare services
64992,86181596,9172662,1993,Japan,Thailand,142225549,21030,Rail transport
1206,3010725,,1993,United States,Poland,2173750,32120,Industrial development
63704,85495672,8934976,1993,Italy,Colombia,205605,16010,Social/ welfare services
192,3003537,,1993,United States,Colombia,28354393,32120,Industrial development
984,3009336,,1993,United States,Brazil,250140642,21050,Air transport
65460,86453660,8982943,1993,Netherlands,India,209815,16010,Social/ welfare services
393,3004379,,1993,United States,South Africa,133558234,21050,Air transport
67029,87278310,9093892,1993,United Kingdom,India,596127,32220,Mineral/Metal prospection and exploration
392,3004378,,1993,United States,South Africa,140329030,21050,Air transport
180,3003439,,1993,United States,Chile,42787512,32120,Industrial development
67030,87279754,9168363,1993,Japan,Thailand,500831,16010,Social/ welfare services
155,3003376,,1993,United States,India,3037453,32120,Industrial development
1017,3009422,,1993,United States,India,32120342,21050,Air transport
63932,85605762,8903518,1993,France,India,9940759,32120,Industrial development
63933,85605879,8906485,1993,France,India,334706,32120,Industrial development
154,3003375,,1993,United States,India,87786453,21050,Air transport
63859,85575383,8993938,1993,Netherlands,Chile,638647,16010,Social/ welfare services
64616,85979730,9117943,1993,Canada,Colombia,2730743,32120,Industrial development
68354,87990026,9026997,1993,Sweden,South Africa,86252,16010,Social/ welfare services
66022,86761675,8954006,1993,Netherlands,India,23006003,53030,Import support (capital goods)
360,3004310,,1993,United States,Poland,309072,32120,Industrial development
306,3003964,,1993,United States,Brazil,7826094,23020,Power generation/non-renewable sources
1099,3009711,,1993,United States,Thailand,188029362,23020,Power generation/non-renewable sources
70542,89137538,9069866,1993,Sweden,South Africa,6235096,16010,Social/ welfare services
68732,88182571,8982814,1993,Netherlands,Chile,184048,16010,Social/ welfare services
70834,89302669,9027249,1993,Sweden,South Africa,103918,16010,Social/ welfare services
68580,88104514,9085727,1993,United Kingdom,India,2351126,21030,Rail transport
64498,85914551,9068739,1993,Sweden,Chile,166269,16010,Social/ welfare services
66469,86998521,8925863,1993,Italy,Brazil,344559,16010,Social/ welfare services
70659,89204299,9025649,1993,Sweden,South Africa,5819,16010,Social/ welfare services
1083,3009651,,1993,United States,Poland,14491666,22020,Telecommunications
65343,86380367,8981243,1993,Netherlands,India,46012,16010,Social/ welfare services
67026,87277489,9004818,1993,Norway,South Africa,1686618,32220,Mineral/Metal prospection and exploration
69531,88603110,9027105,1993,Sweden,South Africa,103918,16010,Social/ welfare services
461,3004543,,1993,United States,Thailand,543437464,32120,Industrial development
64749,86052252,9026957,1993,Sweden,South Africa,103918,16010,Social/ welfare services
62067,84637900,8968199,1993,Netherlands,India,431593,32120,Industrial development
1002,3009387,,1993,United States,India,45003433,23020,Power generation/non-renewable sources
463,3004545,,1993,United States,Thailand,67056125,32120,Industrial development
70944,89361101,9027033,1993,Sweden,South Africa,166269,16010,Social/ welfare services
62479,84866850,9127092,1993,Canada,Brazil,214613,32120,Industrial development
64204,85760222,9027952,1993,Sweden,South Africa,1226235,16010,Social/ welfare services
70851,89313407,10428614,1993,Canada,Poland,19241,32120,Industrial development
64034,85671232,9127127,1993,Canada,Chile,368542,32120,Industrial development
65462,86455300,9097171,1993,United Kingdom,Thailand,35142889,32120,Industrial development
67709,87651129,9172770,1993,Japan,Thailand,40567305,22020,Telecommunications
64031,85669903,8980652,1993,Netherlands,Brazil,13804,16010,Social/ welfare services
62478,84866538,9117909,1993,Canada,Chile,2692551,32120,Industrial development
66076,86785900,9084443,1993,United Kingdom,India,44828764,23030,Power generation/renewable sources
62019,84622020,9130999,1993,United States,India,3622916,23020,Power generation/non-renewable sources
63705,85497545,9092566,1993,United Kingdom,India,410135,16010,Social/ welfare services
305,3003963,,1993,United States,Brazil,9741703,22020,Telecommunications
70371,89056314,8983009,1993,Netherlands,Thailand,48773,16010,Social/ welfare services
70228,88986422,9027069,1993,Sweden,South Africa,8189,16010,Social/ welfare services
462,3004544,,1993,United States,Thailand,167181652,21050,Air transport
69244,88460566,9574293,1994,United Kingdom,India,1531274,32120,Industrial development
66335,86930263,9486004,1994,Sweden,South Africa,232596,16010,Social/ welfare services
1208,3010817,,1994,United States,India,72954250,32120,Industrial development
62515,84883939,9368430,1994,France,Thailand,3885,16010,Social/ welfare services
69329,88493658,9349753,1994,France,Brazil,376447,16010,Social/ welfare services
68741,88187410,9322429,1994,France,Chile,4737440,21030,Rail transport
68849,88246305,9605697,1994,Canada,Chile,2590800,32120,Industrial development
68882,88265641,9568567,1994,United Kingdom,Chile,493959,22020,Telecommunications
68903,88273995,9353323,1994,France,Kuwait,4413,16010,Social/ welfare services
1021,3009466,,1994,United States,South Africa,7589283,32120,Industrial development
66366,86940455,9355227,1994,France,South Africa,71153,16010,Social/ welfare services
65493,86465483,10448217,1994,France,Poland,55518,16010,Social/ welfare services
69020,88343456,9350705,1994,France,Kuwait,123552,16010,Social/ welfare services
69032,88347092,9346523,1994,France,Colombia,69222,16010,Social/ welfare services
62961,85113377,9606479,1994,Canada,Thailand,1833489,32120,Industrial development
69230,88454702,9605663,1994,Canada,Brazil,1614268,32120,Industrial development
69227,88454233,9563283,1994,United Kingdom,India,5856946,32220,Mineral/Metal prospection and exploration
70745,89252162,9535745,1994,Sweden,South Africa,5865455,16010,Social/ welfare services
65754,86614364,9485784,1994,Sweden,South Africa,145625,16010,Social/ welfare services
70282,89005402,9351997,1994,France,Saudi Arabia,1655,16010,Social/ welfare services
70290,89009309,9351521,1994,France,Chile,70601,16010,Social/ welfare services
62801,85032961,9522794,1994,Sweden,India,11529,16010,Social/ welfare services
65911,86697579,9354989,1994,France,Kuwait,4413,16010,Social/ welfare services
65632,86542623,9337452,1994,France,Korea,7765,16010,Social/ welfare services
62814,85037257,10440606,1994,France,Poland,8848,16010,Social/ welfare services
70407,89071111,9343803,1994,France,Colombia,8274,16010,Social/ welfare services
65634,86542701,9344857,1994,France,Colombia,2938217,16010,Social/ welfare services
1100,3009722,,1994,United States,Poland,35148697,21050,Air transport
70423,89078180,9351555,1994,France,Colombia,169056,16010,Social/ welfare services
70424,89078297,9353493,1994,France,South Africa,1379,16010,Social/ welfare services
70466,89103610,9574324,1994,United Kingdom,India,6125096,32120,Industrial development
70248,88992629,9485932,1994,Sweden,South Africa,94050,16010,Social/ welfare services
70468,89105913,9714048,1994,Japan,India,282112858,23020,Power generation/non-renewable sources
70507,89127228,9558239,1994,United Kingdom,India,6245057,21030,Rail transport
70510,89127345,9561748,1994,United Kingdom,India,305784,21030,Rail transport
70523,89131759,9340357,1994,France,India,392638,16010,Social/ welfare services
66043,86771216,9598717,1994,Canada,India,707642,32120,Industrial development
66037,86769808,9486112,1994,Sweden,South Africa,50564,16010,Social/ welfare services
66036,86769769,9485860,1994,Sweden,South Africa,1173091,16010,Social/ welfare services
66035,86769531,9457267,1994,Norway,India,676057,32120,Industrial development
70525,89131876,9343769,1994,France,Chile,2206,16010,Social/ welfare services
70550,89143552,9354105,1994,France,Chile,225041,16010,Social/ welfare services
62831,85043202,9335072,1994,France,India,25523,16010,Social/ welfare services
70771,89260327,9344823,1994,France,Chile,360176,16010,Social/ welfare services
70645,89196058,9442249,1994,Norway,South Africa,112676,16010,Social/ welfare services
70485,89111267,9485744,1994,Sweden,South Africa,161806,16010,Social/ welfare services
70244,88991770,9417062,1994,Netherlands,Colombia,96118,32120,Industrial development
70242,88991184,9379038,1994,Germany,India,22977744,32120,Industrial development
63135,85201678,9346455,1994,France,Brazil,193601,16010,Social/ welfare services
65504,86469983,9344075,1994,France,Saudi Arabia,4137,16010,Social/ welfare services
1212,3010835,,1994,United States,Korea,259548693,21050,Air transport
69641,88665031,9379442,1994,Germany,India,12578246,32120,Industrial development
69646,88669259,9485824,1994,Sweden,South Africa,60677,16010,Social/ welfare services
69655,88674434,9502403,1994,Sweden,India,13147,32120,Industrial development
69663,88679022,9519646,1994,Sweden,India,1011,16010,Social/ welfare services
69694,88693426,9347543,1994,France,South Africa,26200,16010,Social/ welfare services
62650,84950363,9486040,1994,Sweden,South Africa,87780,16010,Social/ welfare services
1141,3009974,,1994,United States,Poland,70963028,32120,Industrial development
62657,84953529,9715915,1994,Japan,Thailand,190117949,23030,Power generation/renewable sources
1260,3011120,,1994,United States,India,212889083,23020,Power generation/non-renewable sources
66191,86849429,9485896,1994,Sweden,South Africa,5056,16010,Social/ welfare services
66188,86848762,9444484,1994,Norway,India,1298781,32220,Mineral/Metal prospection and exploration
63136,85201717,9348121,1994,France,Brazil,396303,16010,Social/ welfare services
69830,88783107,10446090,1994,France,Poland,73083,32120,Industrial development
65865,86680381,9583079,1994,Canada,India,5252598,23030,Power generation/renewable sources
65866,86680537,9606173,1994,Canada,India,2969455,32120,Industrial development
70125,88924280,9354071,1994,France,Brazil,346662,16010,Social/ welfare services
70130,88925492,9368538,1994,France,Thailand,56566,16010,Social/ welfare services
70973,89371803,10448978,1994,Sweden,Poland,132478,32120,Industrial development
70167,88941930,10449395,1994,Italy,Poland,5914647,32120,Industrial development
70956,89366684,9471446,1994,Sweden,South Africa,588498,32120,Industrial development
65890,86689297,9368502,1994,France,Thailand,21302,16010,Social/ welfare services
68479,88043407,9349821,1994,France,Colombia,135135,16010,Social/ welfare services
65605,86531874,9420574,1994,Netherlands,India,2887693,32120,Industrial development
65891,86689336,9368609,1994,France,Thailand,55203,16010,Social/ welfare services
62691,84962205,9339132,1994,France,India,384978,16010,Social/ welfare services
65733,86607369,9714007,1994,Japan,India,183823067,23020,Power generation/non-renewable sources
62690,84962166,9338572,1994,France,India,709635,16010,Social/ welfare services
65727,86604004,9442944,1994,Norway,South Africa,173897,16010,Social/ welfare services
62444,84848063,9348155,1994,France,Chile,59570,16010,Social/ welfare services
63878,85584220,9604881,1994,Canada,South Africa,1175825,32120,Industrial development
417,3004425,,1994,United States,Korea,346370538,21050,Air transport
418,3004426,,1994,United States,Korea,465335796,21050,Air transport
67719,87656280,9468287,1994,Sweden,Thailand,742870,22020,Telecommunications
67720,87656869,9556140,1994,United Kingdom,India,35633285,21030,Rail transport
67722,87657337,9585480,1994,Canada,India,102134,23030,Power generation/renewable sources
